ダウンロードした時刻：2018/07/22 14:25:01

,東京,東京,東京,東京,東京,東京,東京,東京,東京
1960/3/28,10.2,8,1,15.2,8,1,4.4,8,1
1960/3/29,13.7,8,1,20.8,8,1,5.3,8,1
1960/3/30,16.3,8,1,23.2,8,1,9.3,8,1
1960/3/31,16.3,8,1,24.0,8,1,9.4,8,1
1960/4/1,8.5,8,1,11.2,8,1,7.3,8,1
1960/4/2,7.9,8,1,12.7,8,1,4.6,8,1
1960/4/3,7.0,8,1,11.3,8,1,4.3,8,1
1960/4/4,7.8,8,1,10.5,8,1,4.6,8,1
1960/4/5,10.0,8,1,13.2,8,1,5.7,8,1
1960/4/6,12.9,8,1,19.8,8,1,5.3,8,1
1960/4/7,11.9,8,1,16.3,8,1,11.6,8,1
1960/4/8,9.9,8,1,15.2,8,1,4.0,8,1
1960/4/9,12.7,8,1,19.6,8,1,4.3,8,1
1960/4/10,14.7,8,1,20.5,8,1,6.5,8,1
1960/4/11,15.2,8,1,20.0,8,1,14.1,8,1
1960/4/12,10.8,8,1,13.7,8,1,7.2,8,1
1960/4/13,12.5,8,1,15.9,8,1,9.3,8,1
1960/4/14,15.7,8,1,21.4,8,1,10.8,8,1
1960/4/15,13.2,8,1,17.2,8,1,12.0,8,1
1960/4/16,10.3,8,1,14.9,8,1,7.2,8,1
1960/4/17,11.5,8,1,15.6,8,1,7.4,8,1
1960/4/18,11.6,8,1,17.1,8,1,8.4,8,1
1960/4/19,11.4,8,1,15.3,8,1,6.3,8,1
1960/4/20,11.9,8,1,14.0,8,1,9.7,8,1
1960/4/21,16.5,8,1,22.2,8,1,11.4,8,1
1960/4/22,16.3,8,1,22.3,8,1,9.1,8,1
1960/4/23,15.5,8,1,23.3,8,1,10.5,8,1
1960/4/24,15.0,8,1,20.0,8,1,9.3,8,1
1960/4/25,16.5,8,1,18.2,8,1,13.5,8,1
1960/4/26,17.1,8,1,23.6,8,1,13.2,8,1
1960/4/27,15.7,8,1,18.7,8,1,12.2,8,1
1960/4/28,13.3,8,1,16.3,8,1,11.6,8,1
1960/4/29,16.1,8,1,20.4,8,1,11.6,8,1
1960/4/30,13.9,8,1,16.1,8,1,13.2,8,1
1960/5/1,16.8,8,1,22.5,8,1,12.1,8,1
1960/5/2,16.7,8,1,22.8,8,1,12.8,8,1
1960/5/3,18.0,8,1,23.5,8,1,11.8,8,1
1960/5/4,19.1,8,1,22.8,8,1,13.5,8,1
1960/5/5,20.0,8,1,24.4,8,1,17.0,8,1
1960/5/6,19.3,8,1,25.5,8,1,18.9,8,1
1960/5/7,12.1,8,1,15.1,8,1,13.9,8,1
1960/5/8,14.5,8,1,19.1,8,1,9.4,8,1
1960/5/9,15.5,8,1,19.1,8,1,9.8,8,1
1960/5/10,11.2,8,1,15.3,8,1,12.5,8,1
1960/5/11,11.4,8,1,16.7,8,1,7.8,8,1
1960/5/12,15.4,8,1,20.0,8,1,6.9,8,1
1960/5/13,19.4,8,1,24.1,8,1,14.6,8,1
1960/5/14,16.9,8,1,17.9,8,1,15.7,8,1
1960/5/15,19.8,8,1,25.4,8,1,15.8,8,1
1960/5/16,20.9,8,1,24.4,8,1,17.5,8,1
1960/5/17,20.7,8,1,26.5,8,1,14.9,8,1
1960/5/18,18.9,8,1,23.1,8,1,15.0,8,1
1960/5/19,17.3,8,1,22.4,8,1,15.4,8,1
1960/5/20,14.5,8,1,16.8,8,1,15.6,8,1
1960/5/21,15.6,8,1,19.5,8,1,11.7,8,1
1960/5/22,18.7,8,1,24.2,8,1,12.9,8,1
1960/5/23,20.1,8,1,25.5,8,1,13.9,8,1
1960/5/24,18.6,8,1,23.9,8,1,15.2,8,1
1960/5/25,19.5,8,1,24.8,8,1,14.3,8,1
1960/5/26,20.6,8,1,26.0,8,1,16.4,8,1
1960/5/27,19.1,8,1,20.6,8,1,17.2,8,1
1960/5/28,21.5,8,1,24.3,8,1,19.1,8,1
1960/5/29,22.0,8,1,27.1,8,1,20.9,8,1
1960/5/30,20.9,8,1,27.4,8,1,14.5,8,1
1960/5/31,17.0,8,1,20.5,8,1,16.0,8,1
1960/6/1,16.2,8,1,19.5,8,1,13.5,8,1
1960/6/2,17.0,8,1,20.5,8,1,12.9,8,1
1960/6/3,19.6,8,1,24.2,8,1,13.9,8,1
1960/6/4,20.1,8,1,21.6,8,1,19.4,8,1
1960/6/5,19.1,8,1,20.5,8,1,18.5,8,1
1960/6/6,21.2,8,1,26.5,8,1,17.3,8,1
1960/6/7,21.9,8,1,26.9,8,1,15.9,8,1
1960/6/8,18.6,8,1,20.3,8,1,17.5,8,1
1960/6/9,19.8,8,1,23.9,8,1,15.7,8,1
1960/6/10,22.0,8,1,26.9,8,1,17.1,8,1
1960/6/11,19.0,8,1,22.2,8,1,16.6,8,1
1960/6/12,17.0,8,1,22.2,8,1,14.5,8,1
1960/6/13,18.2,8,1,23.3,8,1,13.3,8,1
1960/6/14,20.5,8,1,24.0,8,1,15.7,8,1
1960/6/15,21.8,8,1,25.5,8,1,18.8,8,1
1960/6/16,18.1,8,1,20.0,8,1,18.3,8,1
1960/6/17,21.4,8,1,25.9,8,1,17.0,8,1
1960/6/18,23.3,8,1,27.0,8,1,19.2,8,1
1960/6/19,22.6,8,1,26.9,8,1,19.5,8,1
1960/6/20,21.6,8,1,25.6,8,1,18.3,8,1
1960/6/21,20.9,8,1,25.0,8,1,18.3,8,1
1960/6/22,24.5,8,1,27.0,8,1,18.7,8,1
1960/6/23,24.5,8,1,29.1,8,1,22.1,8,1
1960/6/24,23.6,8,1,26.9,8,1,20.6,8,1
1960/6/25,24.8,8,1,28.2,8,1,22.9,8,1
1960/6/26,23.1,8,1,26.7,8,1,20.5,8,1
1960/6/27,25.0,8,1,29.4,8,1,20.8,8,1
1960/6/28,26.2,8,1,31.0,8,1,22.0,8,1
1960/6/29,27.0,8,1,31.5,8,1,23.5,8,1
1960/6/30,26.8,8,1,30.8,8,1,23.8,8,1
1960/7/1,27.0,8,1,30.7,8,1,24.1,8,1
1960/7/2,25.0,8,1,28.6,8,1,23.6,8,1
1960/7/3,25.9,8,1,30.5,8,1,20.7,8,1
1960/7/4,26.8,8,1,31.3,8,1,22.6,8,1
1960/7/5,23.8,8,1,28.5,8,1,23.7,8,1
1960/7/6,22.8,8,1,26.9,8,1,19.9,8,1
1960/7/7,22.2,8,1,25.2,8,1,19.9,8,1
1960/7/8,21.4,8,1,23.6,8,1,20.2,8,1
1960/7/9,24.8,8,1,30.1,8,1,20.9,8,1
1960/7/10,26.5,8,1,31.0,8,1,22.6,8,1
1960/7/11,25.2,8,1,30.9,8,1,20.4,8,1
1960/7/12,24.5,8,1,27.6,8,1,22.2,8,1
1960/7/13,23.4,8,1,26.1,8,1,21.8,8,1
1960/7/14,25.7,8,1,29.3,8,1,20.4,8,1
1960/7/15,27.0,8,1,33.7,8,1,23.5,8,1
1960/7/16,24.8,8,1,28.7,8,1,22.3,8,1
1960/7/17,24.8,8,1,29.2,8,1,22.3,8,1
1960/7/18,25.4,8,1,29.8,8,1,20.9,8,1
1960/7/19,26.7,8,1,31.5,8,1,21.5,8,1
1960/7/20,27.8,8,1,32.6,8,1,22.7,8,1
1960/7/21,27.6,8,1,32.5,8,1,23.4,8,1
1960/7/22,28.3,8,1,32.6,8,1,25.1,8,1
1960/7/23,27.5,8,1,31.6,8,1,24.2,8,1
1960/7/24,27.6,8,1,31.3,8,1,23.9,8,1
1960/7/25,26.9,8,1,30.8,8,1,25.8,8,1
1960/7/26,26.6,8,1,30.1,8,1,23.7,8,1
1960/7/27,27.9,8,1,31.8,8,1,24.2,8,1
1960/7/28,27.9,8,1,32.6,8,1,25.4,8,1
1960/7/29,25.0,8,1,27.6,8,1,24.3,8,1
1960/7/30,25.2,8,1,28.7,8,1,22.1,8,1
1960/7/31,26.8,8,1,29.9,8,1,23.5,8,1
1960/8/1,29.5,8,1,34.7,8,1,24.8,8,1
1960/8/2,28.3,8,1,33.5,8,1,26.0,8,1
1960/8/3,28.3,8,1,32.9,8,1,23.8,8,1
1960/8/4,29.0,8,1,32.5,8,1,26.0,8,1
1960/8/5,29.0,8,1,32.3,8,1,25.7,8,1
1960/8/6,28.6,8,1,32.6,8,1,25.5,8,1
1960/8/7,28.5,8,1,32.2,8,1,24.7,8,1
1960/8/8,28.2,8,1,32.9,8,1,24.1,8,1
1960/8/9,28.5,8,1,33.2,8,1,23.5,8,1
1960/8/10,28.9,8,1,32.5,8,1,26.3,8,1
1960/8/11,28.0,8,1,30.7,8,1,26.1,8,1
1960/8/12,28.7,8,1,32.9,8,1,25.8,8,1
1960/8/13,26.7,8,1,29.0,8,1,26.3,8,1
1960/8/14,21.4,8,1,25.6,8,1,22.3,8,1
1960/8/15,22.7,8,1,28.2,8,1,18.2,8,1
1960/8/16,23.5,8,1,28.7,8,1,19.1,8,1
1960/8/17,23.8,8,1,29.2,8,1,19.4,8,1
1960/8/18,23.7,8,1,28.1,8,1,19.6,8,1
1960/8/19,21.9,8,1,23.7,8,1,19.6,8,1
1960/8/20,23.1,8,1,24.7,8,1,20.7,8,1
1960/8/21,27.1,8,1,32.9,8,1,22.4,8,1
1960/8/22,25.3,8,1,29.0,8,1,23.7,8,1
1960/8/23,23.8,8,1,26.7,8,1,22.3,8,1
1960/8/24,23.3,8,1,27.1,8,1,21.7,8,1
1960/8/25,24.1,8,1,27.7,8,1,21.0,8,1
1960/8/26,26.7,8,1,31.3,8,1,21.8,8,1
1960/8/27,26.9,8,1,31.7,8,1,22.4,8,1
1960/8/28,28.3,8,1,32.7,8,1,25.8,8,1
1960/8/29,27.7,8,1,31.2,8,1,25.2,8,1
1960/8/30,27.9,8,1,30.3,8,1,26.7,8,1
1960/8/31,28.2,8,1,33.2,8,1,24.3,8,1
1960/9/1,26.4,8,1,30.3,8,1,24.5,8,1
1960/9/2,26.4,8,1,31.0,8,1,22.1,8,1
1960/9/3,26.2,8,1,29.1,8,1,23.2,8,1
1960/9/4,27.5,8,1,32.2,8,1,24.1,8,1
1960/9/5,23.3,8,1,27.2,8,1,24.4,8,1
1960/9/6,23.7,8,1,28.2,8,1,19.8,8,1
1960/9/7,21.5,8,1,23.7,8,1,21.0,8,1
1960/9/8,23.0,8,1,26.2,8,1,18.8,8,1
1960/9/9,23.7,8,1,25.9,8,1,22.9,8,1
1960/9/10,24.6,8,1,29.1,8,1,21.8,8,1
1960/9/11,23.5,8,1,26.7,8,1,21.3,8,1
1960/9/12,22.0,8,1,23.3,8,1,21.5,8,1
1960/9/13,23.3,8,1,25.1,8,1,21.3,8,1
1960/9/14,25.6,8,1,29.1,8,1,22.1,8,1
1960/9/15,27.5,8,1,31.8,8,1,25.2,8,1
1960/9/16,25.0,8,1,30.6,8,1,21.7,8,1
1960/9/17,24.5,8,1,27.8,8,1,22.3,8,1
1960/9/18,25.1,8,1,29.2,8,1,22.3,8,1
1960/9/19,27.7,8,1,32.7,8,1,23.5,8,1
1960/9/20,23.6,8,1,28.6,8,1,24.7,8,1
1960/9/21,23.0,8,1,28.4,8,1,19.2,8,1
1960/9/22,23.2,8,1,28.3,8,1,17.9,8,1
1960/9/23,23.5,8,1,28.0,8,1,19.0,8,1
1960/9/24,25.2,8,1,30.8,8,1,21.3,8,1
1960/9/25,23.1,8,1,28.7,8,1,21.9,8,1
1960/9/26,20.8,8,1,24.6,8,1,16.3,8,1
1960/9/27,22.2,8,1,26.3,8,1,17.3,8,1
1960/9/28,19.1,8,1,24.0,8,1,19.7,8,1
1960/9/29,17.1,8,1,22.9,8,1,11.3,8,1
1960/9/30,17.8,8,1,24.7,8,1,12.0,8,1
1960/10/1,20.1,8,1,24.5,8,1,13.2,8,1
1960/10/2,20.4,8,1,25.2,8,1,19.9,8,1
1960/10/3,16.8,8,1,21.7,8,1,12.1,8,1
1960/10/4,18.3,8,1,22.6,8,1,14.1,8,1
1960/10/5,19.1,8,1,24.7,8,1,14.7,8,1
1960/10/6,18.3,8,1,21.4,8,1,15.9,8,1
1960/10/7,15.9,8,1,17.5,8,1,14.9,8,1
1960/10/8,21.2,8,1,27.9,8,1,14.5,8,1
1960/10/9,20.1,8,1,23.5,8,1,17.7,8,1
1960/10/10,16.2,8,1,18.3,8,1,15.8,8,1
1960/10/11,18.9,8,1,22.8,8,1,15.1,8,1
1960/10/12,17.8,8,1,20.7,8,1,16.1,8,1
1960/10/13,16.5,8,1,20.7,8,1,14.5,8,1
1960/10/14,15.6,8,1,20.3,8,1,10.6,8,1
1960/10/15,17.2,8,1,22.2,8,1,12.8,8,1
1960/10/16,18.9,8,1,24.5,8,1,13.6,8,1
1960/10/17,19.5,8,1,24.5,8,1,18.0,8,1
1960/10/18,17.5,8,1,22.7,8,1,15.8,8,1
1960/10/19,15.6,8,1,20.4,8,1,10.9,8,1
1960/10/20,13.8,8,1,14.9,8,1,13.4,8,1
1960/10/21,15.3,8,1,21.3,8,1,10.1,8,1
1960/10/22,15.2,8,1,22.1,8,1,9.0,8,1
1960/10/23,14.9,8,1,18.9,8,1,10.2,8,1
1960/10/24,16.3,8,1,21.4,8,1,12.5,8,1
1960/10/25,16.5,8,1,21.6,8,1,12.0,8,1
1960/10/26,12.9,8,1,15.0,8,1,13.5,8,1
1960/10/27,15.6,8,1,21.1,8,1,10.2,8,1
1960/10/28,15.1,8,1,20.5,8,1,13.2,8,1
1960/10/29,12.7,8,1,15.8,8,1,8.9,8,1
1960/10/30,13.9,8,1,16.8,8,1,11.5,8,1
1960/10/31,14.4,8,1,17.5,8,1,13.2,8,1
1960/11/1,15.6,8,1,19.8,8,1,11.2,8,1
1960/11/2,15.1,8,1,15.7,8,1,14.5,8,1
1960/11/3,16.5,8,1,22.8,8,1,11.7,8,1
1960/11/4,12.7,8,1,13.8,8,1,10.6,8,1
1960/11/5,12.7,8,1,16.5,8,1,11.7,8,1
1960/11/6,13.0,8,1,19.9,8,1,7.0,8,1
1960/11/7,12.5,8,1,18.5,8,1,7.2,8,1
1960/11/8,13.0,8,1,19.6,8,1,7.0,8,1
1960/11/9,14.1,8,1,17.4,8,1,9.3,8,1
1960/11/10,15.5,8,1,21.0,8,1,10.4,8,1
1960/11/11,13.9,8,1,18.5,8,1,10.7,8,1
1960/11/12,13.2,8,1,18.6,8,1,8.0,8,1
1960/11/13,9.1,8,1,11.6,8,1,7.9,8,1
1960/11/14,11.2,8,1,17.7,8,1,6.2,8,1
1960/11/15,10.7,8,1,16.6,8,1,5.9,8,1
1960/11/16,11.1,8,1,15.5,8,1,6.5,8,1
1960/11/17,12.1,8,1,14.1,8,1,9.4,8,1
1960/11/18,11.1,8,1,15.3,8,1,10.5,8,1
1960/11/19,11.4,8,1,14.7,8,1,9.0,8,1
1960/11/20,12.8,8,1,18.6,8,1,8.2,8,1
1960/11/21,11.0,8,1,16.5,8,1,5.5,8,1
1960/11/22,11.4,8,1,13.7,8,1,9.3,8,1
1960/11/23,13.1,8,1,15.0,8,1,10.7,8,1
1960/11/24,15.3,8,1,17.5,8,1,11.5,8,1
1960/11/25,14.6,8,1,18.4,8,1,13.9,8,1
1960/11/26,15.5,8,1,21.0,8,1,11.7,8,1
1960/11/27,8.7,8,1,13.3,8,1,8.6,8,1
1960/11/28,6.4,8,1,13.5,8,1,0.4,8,1
1960/11/29,7.3,8,1,11.7,8,1,2.5,8,1
1960/11/30,7.3,8,1,9.5,8,1,5.0,8,1
1960/12/1,8.9,8,1,15.7,8,1,5.8,8,1
1960/12/2,7.8,8,1,11.9,8,1,3.1,8,1
1960/12/3,8.6,8,1,15.5,8,1,4.1,8,1
1960/12/4,6.3,8,1,8.7,8,1,4.3,8,1
1960/12/5,5.7,8,1,8.5,8,1,2.7,8,1
1960/12/6,8.0,8,1,14.6,8,1,3.8,8,1
1960/12/7,6.2,8,1,10.5,8,1,3.6,8,1
1960/12/8,6.7,8,1,13.1,8,1,2.0,8,1
1960/12/9,7.1,8,1,12.5,8,1,1.9,8,1
1960/12/10,9.5,8,1,20.1,8,1,2.0,8,1
1960/12/11,8.9,8,1,17.6,8,1,3.0,8,1
1960/12/12,9.2,8,1,16.4,8,1,4.6,8,1
1960/12/13,9.5,8,1,15.5,8,1,4.6,8,1
1960/12/14,8.1,8,1,13.1,8,1,3.0,8,1
1960/12/15,8.5,8,1,14.9,8,1,2.4,8,1
1960/12/16,8.8,8,1,13.2,8,1,3.7,8,1
1960/12/17,9.3,8,1,15.7,8,1,4.4,8,1
1960/12/18,7.6,8,1,12.3,8,1,3.1,8,1
1960/12/19,5.5,8,1,10.8,8,1,1.0,8,1
1960/12/20,5.1,8,1,11.0,8,1,1.1,8,1
1960/12/21,6.1,8,1,13.9,8,1,0.4,8,1
1960/12/22,5.3,8,1,10.3,8,1,1.3,8,1
1960/12/23,6.7,8,1,14.1,8,1,1.1,8,1
1960/12/24,6.3,8,1,9.1,8,1,3.6,8,1
1960/12/25,5.0,8,1,7.3,8,1,2.4,8,1
1960/12/26,7.7,8,1,11.9,8,1,3.8,8,1
1960/12/27,5.4,8,1,10.2,8,1,0.1,8,1
1960/12/28,3.8,8,1,8.4,8,1,1.6,8,1
1960/12/29,2.4,8,1,9.2,8,1,-2.0,8,1
1960/12/30,2.8,8,1,8.9,8,1,-2.1,8,1
1960/12/31,2.2,8,1,8.7,8,1,-2.3,8,1
1961/1/1,2.1,8,1,7.9,8,1,-3.9,8,1
1961/1/2,1.5,8,1,9.2,8,1,-3.3,8,1
1961/1/3,2.5,8,1,7.3,8,1,-2.4,8,1
1961/1/4,4.7,8,1,11.5,8,1,0.6,8,1
1961/1/5,3.8,8,1,7.7,8,1,1.4,8,1
1961/1/6,3.9,8,1,8.6,8,1,-0.2,8,1
1961/1/7,3.3,8,1,9.1,8,1,-0.8,8,1
1961/1/8,4.0,8,1,11.8,8,1,-2.0,8,1
1961/1/9,4.7,8,1,6.9,8,1,1.8,8,1
1961/1/10,5.3,8,1,6.4,8,1,3.5,8,1
1961/1/11,5.2,8,1,10.4,8,1,4.8,8,1
1961/1/12,1.4,8,1,5.8,8,1,-1.0,8,1
1961/1/13,1.2,8,1,4.8,8,1,-0.9,8,1
1961/1/14,3.1,8,1,11.3,8,1,-4.4,8,1
1961/1/15,3.2,8,1,9.5,8,1,-0.9,8,1
1961/1/16,3.5,8,1,12.2,8,1,-2.9,8,1
1961/1/17,2.0,8,1,7.8,8,1,-3.6,8,1
1961/1/18,1.7,8,1,7.9,8,1,-3.6,8,1
1961/1/19,2.7,8,1,7.2,8,1,-1.4,8,1
1961/1/20,2.9,8,1,8.2,8,1,-2.4,8,1
1961/1/21,3.5,8,1,9.6,8,1,-0.8,8,1
1961/1/22,4.3,8,1,11.6,8,1,-1.6,8,1
1961/1/23,3.1,8,1,9.7,8,1,-2.9,8,1
1961/1/24,3.3,8,1,5.9,8,1,-0.8,8,1
1961/1/25,5.9,8,1,15.1,8,1,1.1,8,1
1961/1/26,3.9,8,1,8.3,8,1,-0.3,8,1
1961/1/27,4.3,8,1,9.9,8,1,-2.3,8,1
1961/1/28,5.2,8,1,10.3,8,1,1.4,8,1
1961/1/29,5.1,8,1,8.0,8,1,2.4,8,1
1961/1/30,4.3,8,1,5.7,8,1,2.7,8,1
1961/1/31,5.1,8,1,10.8,8,1,1.6,8,1
1961/2/1,3.7,8,1,9.9,8,1,0.0,8,1
1961/2/2,1.7,8,1,8.5,8,1,-4.1,8,1
1961/2/3,2.7,8,1,9.7,8,1,-4.4,8,1
1961/2/4,4.1,8,1,10.6,8,1,-3.3,8,1
1961/2/5,4.9,8,1,11.0,8,1,-0.2,8,1
1961/2/6,4.6,8,1,6.1,8,1,2.0,8,1
1961/2/7,8.1,8,1,12.3,8,1,4.3,8,1
1961/2/8,7.1,8,1,12.8,8,1,2.8,8,1
1961/2/9,6.0,8,1,12.1,8,1,-0.6,8,1
1961/2/10,4.5,8,1,10.3,8,1,0.0,8,1
1961/2/11,1.5,8,1,3.7,8,1,-0.2,8,1
1961/2/12,5.0,8,1,12.7,8,1,-0.6,8,1
1961/2/13,3.9,8,1,9.2,8,1,-0.4,8,1
1961/2/14,3.6,8,1,13.4,8,1,-2.8,8,1
1961/2/15,1.4,8,1,7.3,8,1,-2.5,8,1
1961/2/16,2.7,8,1,8.7,8,1,-3.1,8,1
1961/2/17,5.0,8,1,13.7,8,1,-2.9,8,1
1961/2/18,3.9,8,1,10.5,8,1,-2.7,8,1
1961/2/19,4.4,8,1,11.7,8,1,-2.1,8,1
1961/2/20,6.2,8,1,12.7,8,1,-2.7,8,1
1961/2/21,6.3,8,1,9.2,8,1,2.8,8,1
1961/2/22,6.0,8,1,10.2,8,1,4.6,8,1
1961/2/23,4.1,8,1,9.8,8,1,-0.5,8,1
1961/2/24,5.8,8,1,11.3,8,1,-0.4,8,1
1961/2/25,4.9,8,1,9.2,8,1,1.0,8,1
1961/2/26,4.1,8,1,5.0,8,1,2.0,8,1
1961/2/27,5.5,8,1,11.6,8,1,2.4,8,1
1961/2/28,5.1,8,1,11.7,8,1,-1.2,8,1
1961/3/1,8.5,8,1,15.3,8,1,-0.4,8,1
1961/3/2,11.9,8,1,18.9,8,1,4.6,8,1
1961/3/3,12.4,8,1,20.7,8,1,7.9,8,1
1961/3/4,7.2,8,1,9.5,8,1,5.0,8,1
1961/3/5,8.4,8,1,12.3,8,1,5.6,8,1
1961/3/6,8.0,8,1,11.8,8,1,5.3,8,1
1961/3/7,8.5,8,1,14.3,8,1,3.7,8,1
1961/3/8,5.6,8,1,9.9,8,1,2.6,8,1
1961/3/9,4.5,8,1,9.7,8,1,2.1,8,1
1961/3/10,4.1,8,1,10.4,8,1,0.0,8,1
1961/3/11,6.5,8,1,13.1,8,1,0.5,8,1
1961/3/12,8.8,8,1,15.8,8,1,2.0,8,1
1961/3/13,9.1,8,1,14.8,8,1,4.4,8,1
1961/3/14,6.1,8,1,7.5,8,1,4.9,8,1
1961/3/15,7.7,8,1,13.7,8,1,2.6,8,1
1961/3/16,5.2,8,1,7.7,8,1,4.8,8,1
1961/3/17,9.6,8,1,15.0,8,1,2.6,8,1
