ダウンロードした時刻：2018/07/22 14:26:02

,東京,東京,東京,東京,東京,東京,東京,東京,東京
1930/3/29,18.5,8,1,22.3,8,1,15.0,8,1
1930/3/30,10.6,8,1,15.2,8,1,7.3,8,1
1930/3/31,6.4,8,1,8.7,8,1,3.3,8,1
1930/4/1,6.3,8,1,10.4,8,1,1.2,8,1
1930/4/2,6.8,8,1,9.5,8,1,3.9,8,1
1930/4/3,8.7,8,1,15.9,8,1,2.6,8,1
1930/4/4,11.3,8,1,16.2,8,1,4.9,8,1
1930/4/5,14.1,8,1,20.3,8,1,7.2,8,1
1930/4/6,15.2,8,1,20.0,8,1,11.5,8,1
1930/4/7,16.6,8,1,22.6,8,1,9.6,8,1
1930/4/8,13.5,8,1,15.5,8,1,10.4,8,1
1930/4/9,15.2,8,1,20.6,8,1,9.9,8,1
1930/4/10,15.4,8,1,20.4,8,1,11.9,8,1
1930/4/11,19.2,8,1,24.6,8,1,14.7,8,1
1930/4/12,11.1,8,1,17.9,8,1,9.0,8,1
1930/4/13,10.6,8,1,12.5,8,1,8.6,8,1
1930/4/14,12.7,8,1,16.4,8,1,7.7,8,1
1930/4/15,11.2,8,1,13.4,8,1,9.1,8,1
1930/4/16,13.6,8,1,19.6,8,1,8.6,8,1
1930/4/17,15.0,8,1,21.4,8,1,5.6,8,1
1930/4/18,18.9,8,1,23.1,8,1,14.9,8,1
1930/4/19,18.1,8,1,24.1,8,1,10.6,8,1
1930/4/20,15.2,8,1,18.6,8,1,12.3,8,1
1930/4/21,14.6,8,1,22.5,8,1,10.6,8,1
1930/4/22,15.1,8,1,22.7,8,1,9.3,8,1
1930/4/23,12.4,8,1,17.7,8,1,6.1,8,1
1930/4/24,15.3,8,1,19.0,8,1,11.3,8,1
1930/4/25,19.1,8,1,21.0,8,1,15.5,8,1
1930/4/26,19.5,8,1,24.6,8,1,14.0,8,1
1930/4/27,14.1,8,1,18.9,8,1,10.0,8,1
1930/4/28,15.4,8,1,20.1,8,1,8.4,8,1
1930/4/29,12.5,8,1,15.0,8,1,11.2,8,1
1930/4/30,12.9,8,1,14.9,8,1,11.4,8,1
1930/5/1,13.3,8,1,16.0,8,1,10.8,8,1
1930/5/2,12.6,8,1,15.5,8,1,9.9,8,1
1930/5/3,17.3,8,1,22.9,8,1,10.0,8,1
1930/5/4,18.1,8,1,25.2,8,1,11.2,8,1
1930/5/5,16.3,8,1,20.4,8,1,13.7,8,1
1930/5/6,13.8,8,1,14.8,8,1,12.9,8,1
1930/5/7,16.0,8,1,21.6,8,1,10.5,8,1
1930/5/8,16.9,8,1,21.9,8,1,9.1,8,1
1930/5/9,18.7,8,1,22.6,8,1,14.7,8,1
1930/5/10,20.6,8,1,25.4,8,1,16.2,8,1
1930/5/11,19.4,8,1,22.6,8,1,16.4,8,1
1930/5/12,14.4,8,1,17.9,8,1,13.4,8,1
1930/5/13,16.0,8,1,19.4,8,1,13.3,8,1
1930/5/14,16.2,8,1,20.6,8,1,12.2,8,1
1930/5/15,17.5,8,1,21.4,8,1,12.9,8,1
1930/5/16,19.0,8,1,23.4,8,1,13.9,8,1
1930/5/17,19.5,8,1,23.5,8,1,14.3,8,1
1930/5/18,19.7,8,1,24.4,8,1,15.4,8,1
1930/5/19,16.6,8,1,21.7,8,1,11.8,8,1
1930/5/20,20.2,8,1,28.1,8,1,14.0,8,1
1930/5/21,19.3,8,1,23.1,8,1,16.9,8,1
1930/5/22,19.0,8,1,22.6,8,1,15.2,8,1
1930/5/23,19.8,8,1,27.2,8,1,14.7,8,1
1930/5/24,16.5,8,1,20.4,8,1,13.4,8,1
1930/5/25,16.1,8,1,20.3,8,1,11.9,8,1
1930/5/26,17.9,8,1,22.2,8,1,11.4,8,1
1930/5/27,17.6,8,1,21.4,8,1,13.3,8,1
1930/5/28,16.5,8,1,20.7,8,1,12.0,8,1
1930/5/29,20.4,8,1,24.9,8,1,16.5,8,1
1930/5/30,21.2,8,1,25.9,8,1,16.6,8,1
1930/5/31,22.4,8,1,28.7,8,1,16.8,8,1
1930/6/1,21.8,8,1,25.8,8,1,16.7,8,1
1930/6/2,21.1,8,1,24.5,8,1,18.0,8,1
1930/6/3,22.7,8,1,26.7,8,1,19.4,8,1
1930/6/4,20.0,8,1,24.5,8,1,15.6,8,1
1930/6/5,16.1,8,1,17.6,8,1,14.4,8,1
1930/6/6,20.1,8,1,24.8,8,1,14.2,8,1
1930/6/7,21.0,8,1,25.0,8,1,15.2,8,1
1930/6/8,21.5,8,1,25.6,8,1,17.6,8,1
1930/6/9,20.8,8,1,24.4,8,1,18.7,8,1
1930/6/10,20.6,8,1,24.6,8,1,16.7,8,1
1930/6/11,21.1,8,1,25.9,8,1,17.2,8,1
1930/6/12,22.2,8,1,26.7,8,1,16.6,8,1
1930/6/13,23.1,8,1,27.1,8,1,19.2,8,1
1930/6/14,23.1,8,1,26.4,8,1,20.3,8,1
1930/6/15,21.9,8,1,25.3,8,1,18.0,8,1
1930/6/16,17.6,8,1,18.9,8,1,16.5,8,1
1930/6/17,19.9,8,1,24.6,8,1,15.9,8,1
1930/6/18,22.2,8,1,26.9,8,1,15.0,8,1
1930/6/19,21.7,8,1,24.7,8,1,18.4,8,1
1930/6/20,22.7,8,1,27.4,8,1,17.0,8,1
1930/6/21,23.7,8,1,28.5,8,1,19.4,8,1
1930/6/22,21.8,8,1,27.1,8,1,18.5,8,1
1930/6/23,19.4,8,1,20.8,8,1,17.6,8,1
1930/6/24,20.7,8,1,24.0,8,1,17.1,8,1
1930/6/25,23.7,8,1,26.3,8,1,20.5,8,1
1930/6/26,24.5,8,1,28.6,8,1,21.3,8,1
1930/6/27,21.6,8,1,22.8,8,1,19.7,8,1
1930/6/28,23.4,8,1,27.4,8,1,19.6,8,1
1930/6/29,20.2,8,1,21.2,8,1,19.3,8,1
1930/6/30,23.2,8,1,27.4,8,1,17.2,8,1
1930/7/1,25.4,8,1,28.7,8,1,22.1,8,1
1930/7/2,25.9,8,1,30.2,8,1,23.3,8,1
1930/7/3,25.5,8,1,30.0,8,1,20.8,8,1
1930/7/4,28.0,8,1,33.4,8,1,21.5,8,1
1930/7/5,26.5,8,1,29.9,8,1,21.6,8,1
1930/7/6,23.8,8,1,28.1,8,1,20.1,8,1
1930/7/7,22.2,8,1,24.5,8,1,20.0,8,1
1930/7/8,24.1,8,1,27.4,8,1,20.4,8,1
1930/7/9,24.5,8,1,28.0,8,1,21.5,8,1
1930/7/10,22.1,8,1,24.6,8,1,20.1,8,1
1930/7/11,24.9,8,1,29.3,8,1,21.3,8,1
1930/7/12,26.4,8,1,29.9,8,1,22.7,8,1
1930/7/13,27.7,8,1,32.6,8,1,23.9,8,1
1930/7/14,28.2,8,1,32.7,8,1,23.9,8,1
1930/7/15,28.9,8,1,33.8,8,1,24.7,8,1
1930/7/16,28.7,8,1,33.5,8,1,23.9,8,1
1930/7/17,28.2,8,1,32.0,8,1,25.1,8,1
1930/7/18,28.1,8,1,31.0,8,1,24.8,8,1
1930/7/19,26.4,8,1,28.1,8,1,25.1,8,1
1930/7/20,23.6,8,1,25.8,8,1,21.1,8,1
1930/7/21,23.8,8,1,26.9,8,1,21.0,8,1
1930/7/22,24.7,8,1,27.9,8,1,22.0,8,1
1930/7/23,27.8,8,1,31.4,8,1,24.7,8,1
1930/7/24,28.2,8,1,31.7,8,1,25.3,8,1
1930/7/25,28.0,8,1,30.9,8,1,25.1,8,1
1930/7/26,27.9,8,1,32.0,8,1,24.2,8,1
1930/7/27,28.1,8,1,32.4,8,1,24.4,8,1
1930/7/28,28.1,8,1,32.6,8,1,24.2,8,1
1930/7/29,26.7,8,1,31.2,8,1,23.0,8,1
1930/7/30,25.4,8,1,28.6,8,1,23.8,8,1
1930/7/31,26.9,8,1,29.8,8,1,24.6,8,1
1930/8/1,25.5,8,1,27.6,8,1,23.8,8,1
1930/8/2,25.5,8,1,27.9,8,1,23.3,8,1
1930/8/3,27.2,8,1,31.4,8,1,24.5,8,1
1930/8/4,27.1,8,1,31.2,8,1,23.5,8,1
1930/8/5,27.3,8,1,30.8,8,1,24.2,8,1
1930/8/6,27.4,8,1,31.2,8,1,24.8,8,1
1930/8/7,27.6,8,1,31.4,8,1,24.5,8,1
1930/8/8,26.9,8,1,32.4,8,1,22.9,8,1
1930/8/9,23.3,8,1,25.5,8,1,20.6,8,1
1930/8/10,26.1,8,1,29.8,8,1,22.7,8,1
1930/8/11,27.4,8,1,30.1,8,1,24.0,8,1
1930/8/12,27.5,8,1,31.9,8,1,23.4,8,1
1930/8/13,27.1,8,1,28.4,8,1,25.6,8,1
1930/8/14,27.6,8,1,30.9,8,1,25.2,8,1
1930/8/15,27.9,8,1,31.6,8,1,24.5,8,1
1930/8/16,27.4,8,1,31.4,8,1,23.5,8,1
1930/8/17,26.3,8,1,30.2,8,1,22.2,8,1
1930/8/18,25.9,8,1,31.6,8,1,21.5,8,1
1930/8/19,27.1,8,1,32.6,8,1,21.4,8,1
1930/8/20,28.0,8,1,31.3,8,1,24.7,8,1
1930/8/21,27.4,8,1,31.7,8,1,24.6,8,1
1930/8/22,27.5,8,1,31.9,8,1,22.3,8,1
1930/8/23,28.2,8,1,32.5,8,1,24.7,8,1
1930/8/24,28.1,8,1,33.5,8,1,24.7,8,1
1930/8/25,27.3,8,1,32.4,8,1,22.8,8,1
1930/8/26,27.9,8,1,33.2,8,1,24.0,8,1
1930/8/27,26.6,8,1,29.7,8,1,23.1,8,1
1930/8/28,23.6,8,1,26.1,8,1,21.8,8,1
1930/8/29,25.2,8,1,28.7,8,1,21.1,8,1
1930/8/30,26.3,8,1,29.4,8,1,23.3,8,1
1930/8/31,26.4,8,1,30.4,8,1,22.4,8,1
1930/9/1,25.9,8,1,31.0,8,1,22.5,8,1
1930/9/2,26.2,8,1,31.1,8,1,23.2,8,1
1930/9/3,26.7,8,1,31.4,8,1,22.1,8,1
1930/9/4,25.8,8,1,30.6,8,1,22.3,8,1
1930/9/5,25.6,8,1,30.9,8,1,20.9,8,1
1930/9/6,22.0,8,1,26.6,8,1,18.7,8,1
1930/9/7,20.7,8,1,27.1,8,1,16.0,8,1
1930/9/8,22.0,8,1,29.7,8,1,14.8,8,1
1930/9/9,22.5,8,1,27.4,8,1,18.0,8,1
1930/9/10,22.5,8,1,28.4,8,1,16.7,8,1
1930/9/11,24.0,8,1,29.0,8,1,17.8,8,1
1930/9/12,22.9,8,1,28.4,8,1,19.4,8,1
1930/9/13,22.1,8,1,27.2,8,1,18.4,8,1
1930/9/14,20.1,8,1,24.3,8,1,16.3,8,1
1930/9/15,20.3,8,1,25.3,8,1,16.2,8,1
1930/9/16,21.6,8,1,24.7,8,1,17.8,8,1
1930/9/17,21.5,8,1,24.9,8,1,19.9,8,1
1930/9/18,21.6,8,1,23.9,8,1,20.0,8,1
1930/9/19,16.9,8,1,20.1,8,1,14.3,8,1
1930/9/20,19.1,8,1,25.7,8,1,12.8,8,1
1930/9/21,18.9,8,1,24.2,8,1,14.0,8,1
1930/9/22,17.9,8,1,19.6,8,1,16.5,8,1
1930/9/23,22.5,8,1,27.7,8,1,17.9,8,1
1930/9/24,20.2,8,1,22.5,8,1,17.0,8,1
1930/9/25,20.9,8,1,25.9,8,1,15.3,8,1
1930/9/26,17.2,8,1,19.9,8,1,15.7,8,1
1930/9/27,17.9,8,1,22.2,8,1,14.8,8,1
1930/9/28,20.5,8,1,24.7,8,1,15.3,8,1
1930/9/29,19.9,8,1,26.5,8,1,14.5,8,1
1930/9/30,19.1,8,1,25.1,8,1,13.5,8,1
1930/10/1,18.4,8,1,24.7,8,1,12.0,8,1
1930/10/2,20.0,8,1,24.8,8,1,15.8,8,1
1930/10/3,19.0,8,1,19.7,8,1,17.9,8,1
1930/10/4,19.7,8,1,25.0,8,1,14.8,8,1
1930/10/5,18.9,8,1,23.8,8,1,13.9,8,1
1930/10/6,18.5,8,1,23.7,8,1,12.6,8,1
1930/10/7,16.9,8,1,19.5,8,1,14.1,8,1
1930/10/8,17.7,8,1,23.9,8,1,11.5,8,1
1930/10/9,17.7,8,1,23.2,8,1,11.8,8,1
1930/10/10,16.8,8,1,21.4,8,1,14.6,8,1
1930/10/11,16.0,8,1,21.1,8,1,13.7,8,1
1930/10/12,17.6,8,1,22.0,8,1,13.0,8,1
1930/10/13,17.9,8,1,23.6,8,1,12.8,8,1
1930/10/14,17.5,8,1,22.6,8,1,13.2,8,1
1930/10/15,16.6,8,1,21.4,8,1,12.5,8,1
1930/10/16,15.8,8,1,20.6,8,1,12.3,8,1
1930/10/17,15.4,8,1,21.1,8,1,9.9,8,1
1930/10/18,16.9,8,1,22.4,8,1,13.8,8,1
1930/10/19,17.5,8,1,22.5,8,1,11.8,8,1
1930/10/20,16.8,8,1,20.4,8,1,15.2,8,1
1930/10/21,14.7,8,1,17.4,8,1,12.8,8,1
1930/10/22,14.3,8,1,18.6,8,1,10.5,8,1
1930/10/23,14.3,8,1,19.9,8,1,8.9,8,1
1930/10/24,14.2,8,1,17.6,8,1,10.8,8,1
1930/10/25,16.6,8,1,20.5,8,1,13.3,8,1
1930/10/26,18.5,8,1,24.6,8,1,14.9,8,1
1930/10/27,16.7,8,1,22.5,8,1,11.5,8,1
1930/10/28,14.8,8,1,20.6,8,1,8.8,8,1
1930/10/29,16.2,8,1,20.3,8,1,13.8,8,1
1930/10/30,15.2,8,1,17.4,8,1,12.1,8,1
1930/10/31,10.6,8,1,12.1,8,1,7.1,8,1
1930/11/1,12.4,8,1,16.9,8,1,5.3,8,1
1930/11/2,13.7,8,1,18.2,8,1,11.5,8,1
1930/11/3,12.7,8,1,17.4,8,1,9.4,8,1
1930/11/4,12.9,8,1,18.3,8,1,7.3,8,1
1930/11/5,9.7,8,1,15.4,8,1,3.6,8,1
1930/11/6,9.8,8,1,14.3,8,1,4.6,8,1
1930/11/7,11.0,8,1,16.6,8,1,5.1,8,1
1930/11/8,13.7,8,1,19.6,8,1,9.3,8,1
1930/11/9,13.4,8,1,15.6,8,1,11.2,8,1
1930/11/10,15.3,8,1,19.6,8,1,10.5,8,1
1930/11/11,15.2,8,1,18.4,8,1,12.2,8,1
1930/11/12,10.2,8,1,15.4,8,1,5.2,8,1
1930/11/13,8.5,8,1,15.8,8,1,3.0,8,1
1930/11/14,8.7,8,1,14.6,8,1,2.8,8,1
1930/11/15,9.6,8,1,16.1,8,1,3.2,8,1
1930/11/16,10.6,8,1,15.1,8,1,7.1,8,1
1930/11/17,10.6,8,1,15.0,8,1,7.8,8,1
1930/11/18,8.7,8,1,14.9,8,1,3.9,8,1
1930/11/19,6.6,8,1,11.1,8,1,1.0,8,1
1930/11/20,9.5,8,1,12.2,8,1,6.4,8,1
1930/11/21,14.2,8,1,21.1,8,1,8.6,8,1
1930/11/22,11.1,8,1,17.6,8,1,4.8,8,1
1930/11/23,10.4,8,1,15.4,8,1,5.5,8,1
1930/11/24,9.4,8,1,14.4,8,1,4.1,8,1
1930/11/25,6.9,8,1,12.6,8,1,2.2,8,1
1930/11/26,5.2,8,1,8.4,8,1,1.7,8,1
1930/11/27,8.2,8,1,16.3,8,1,1.3,8,1
1930/11/28,8.0,8,1,14.2,8,1,1.5,8,1
1930/11/29,7.6,8,1,12.7,8,1,4.0,8,1
1930/11/30,6.6,8,1,14.2,8,1,1.0,8,1
1930/12/1,9.7,8,1,14.5,8,1,4.9,8,1
1930/12/2,4.6,8,1,6.3,8,1,2.0,8,1
1930/12/3,6.2,8,1,12.9,8,1,0.6,8,1
1930/12/4,5.8,8,1,10.7,8,1,2.4,8,1
1930/12/5,3.5,8,1,6.4,8,1,0.5,8,1
1930/12/6,4.4,8,1,6.9,8,1,1.4,8,1
1930/12/7,7.1,8,1,13.3,8,1,3.3,8,1
1930/12/8,5.7,8,1,10.1,8,1,0.4,8,1
1930/12/9,7.7,8,1,10.1,8,1,5.0,8,1
1930/12/10,7.6,8,1,12.6,8,1,2.7,8,1
1930/12/11,4.7,8,1,6.9,8,1,1.0,8,1
1930/12/12,9.1,8,1,15.7,8,1,2.7,8,1
1930/12/13,9.1,8,1,16.2,8,1,3.6,8,1
1930/12/14,5.2,8,1,7.2,8,1,2.0,8,1
1930/12/15,4.6,8,1,9.6,8,1,0.5,8,1
1930/12/16,4.1,8,1,10.8,8,1,-2.1,8,1
1930/12/17,4.0,8,1,9.6,8,1,0.5,8,1
1930/12/18,2.7,8,1,9.5,8,1,-2.7,8,1
1930/12/19,4.9,8,1,13.4,8,1,-2.0,8,1
1930/12/20,5.9,8,1,9.1,8,1,3.3,8,1
1930/12/21,6.6,8,1,9.4,8,1,4.0,8,1
1930/12/22,3.1,8,1,5.8,8,1,1.3,8,1
1930/12/23,3.4,8,1,8.1,8,1,-0.2,8,1
1930/12/24,2.1,8,1,8.4,8,1,-1.4,8,1
1930/12/25,3.7,8,1,11.0,8,1,-2.2,8,1
1930/12/26,3.1,8,1,11.9,8,1,-3.4,8,1
1930/12/27,4.4,8,1,13.3,8,1,-1.6,8,1
1930/12/28,4.4,8,1,11.4,8,1,-1.9,8,1
1930/12/29,5.5,8,1,7.5,8,1,3.4,8,1
1930/12/30,4.1,8,1,7.8,8,1,1.6,8,1
1930/12/31,2.7,8,1,7.0,8,1,0.5,8,1
1931/1/1,0.5,8,1,2.6,8,1,-1.3,8,1
1931/1/2,2.9,8,1,7.3,8,1,-1.5,8,1
1931/1/3,5.2,8,1,10.4,8,1,-1.6,8,1
1931/1/4,4.8,8,1,10.6,8,1,-1.4,8,1
1931/1/5,8.6,8,1,16.5,8,1,1.7,8,1
1931/1/6,4.1,8,1,8.0,8,1,1.4,8,1
1931/1/7,4.3,8,1,7.4,8,1,1.3,8,1
1931/1/8,0.6,8,1,3.5,8,1,-0.7,8,1
1931/1/9,1.0,8,1,2.5,8,1,-1.0,8,1
1931/1/10,2.0,8,1,7.8,8,1,-2.4,8,1
1931/1/11,-1.9,8,1,2.1,8,1,-6.1,8,1
1931/1/12,-0.7,8,1,4.7,8,1,-4.3,8,1
1931/1/13,1.1,8,1,7.4,8,1,-5.8,8,1
1931/1/14,1.5,8,1,8.9,8,1,-4.4,8,1
1931/1/15,2.0,8,1,9.1,8,1,-4.0,8,1
1931/1/16,2.1,8,1,7.0,8,1,-0.6,8,1
1931/1/17,3.1,8,1,10.9,8,1,-3.4,8,1
1931/1/18,3.2,8,1,6.5,8,1,0.8,8,1
1931/1/19,3.4,8,1,9.9,8,1,-2.7,8,1
1931/1/20,2.9,8,1,10.7,8,1,-2.9,8,1
1931/1/21,1.1,8,1,5.3,8,1,-1.7,8,1
1931/1/22,2.2,8,1,7.0,8,1,-1.4,8,1
1931/1/23,5.4,8,1,11.5,8,1,1.0,8,1
1931/1/24,5.9,8,1,10.4,8,1,1.9,8,1
1931/1/25,2.6,8,1,3.8,8,1,1.0,8,1
1931/1/26,4.3,8,1,7.6,8,1,1.0,8,1
1931/1/27,2.1,8,1,4.8,8,1,-0.6,8,1
1931/1/28,1.8,8,1,7.0,8,1,-4.6,8,1
1931/1/29,3.2,8,1,9.5,8,1,-1.9,8,1
1931/1/30,5.9,8,1,13.3,8,1,0.1,8,1
1931/1/31,4.9,8,1,8.1,8,1,2.2,8,1
1931/2/1,2.5,8,1,4.8,8,1,-0.6,8,1
1931/2/2,7.4,8,1,15.6,8,1,-0.5,8,1
1931/2/3,7.3,8,1,9.6,8,1,5.6,8,1
1931/2/4,5.3,8,1,6.3,8,1,4.1,8,1
1931/2/5,3.9,8,1,5.5,8,1,2.2,8,1
1931/2/6,1.3,8,1,2.3,8,1,-0.3,8,1
1931/2/7,2.2,8,1,11.0,8,1,-1.5,8,1
1931/2/8,0.0,8,1,5.1,8,1,-3.4,8,1
1931/2/9,0.9,8,1,5.4,8,1,-6.1,8,1
1931/2/10,-1.1,8,1,1.0,8,1,-2.0,8,1
1931/2/11,0.5,8,1,5.0,8,1,-3.2,8,1
1931/2/12,-0.4,8,1,3.5,8,1,-4.1,8,1
1931/2/13,-1.9,8,1,0.8,8,1,-5.5,8,1
1931/2/14,2.7,8,1,6.2,8,1,-0.5,8,1
1931/2/15,4.2,8,1,7.4,8,1,1.5,8,1
1931/2/16,2.5,8,1,4.9,8,1,1.2,8,1
1931/2/17,1.9,8,1,3.7,8,1,-0.6,8,1
1931/2/18,-0.3,8,1,1.7,8,1,-2.8,8,1
1931/2/19,1.6,8,1,6.5,8,1,-3.8,8,1
1931/2/20,5.0,8,1,10.9,8,1,1.0,8,1
1931/2/21,4.3,8,1,6.5,8,1,2.1,8,1
1931/2/22,0.9,8,1,3.1,8,1,-0.7,8,1
1931/2/23,1.9,8,1,6.9,8,1,-1.4,8,1
1931/2/24,2.5,8,1,9.4,8,1,-2.1,8,1
1931/2/25,2.2,8,1,7.9,8,1,-3.8,8,1
1931/2/26,4.7,8,1,11.3,8,1,-1.5,8,1
1931/2/27,6.1,8,1,11.5,8,1,0.5,8,1
1931/2/28,2.6,8,1,5.2,8,1,0.7,8,1
1931/3/1,2.4,8,1,6.9,8,1,-0.4,8,1
1931/3/2,2.9,8,1,8.1,8,1,-2.0,8,1
1931/3/3,5.4,8,1,10.4,8,1,-1.0,8,1
1931/3/4,4.4,8,1,5.7,8,1,2.2,8,1
1931/3/5,6.9,8,1,11.9,8,1,3.3,8,1
1931/3/6,6.8,8,1,12.6,8,1,1.4,8,1
1931/3/7,9.5,8,1,19.9,8,1,4.7,8,1
1931/3/8,6.0,8,1,11.8,8,1,1.0,8,1
1931/3/9,7.1,8,1,13.9,8,1,0.7,8,1
1931/3/10,7.7,8,1,12.5,8,1,2.5,8,1
1931/3/11,9.2,8,1,12.9,8,1,5.5,8,1
1931/3/12,7.0,8,1,12.8,8,1,3.5,8,1
1931/3/13,6.7,8,1,14.6,8,1,0.1,8,1
1931/3/14,7.3,8,1,14.2,8,1,2.3,8,1
1931/3/15,6.3,8,1,13.1,8,1,0.3,8,1
1931/3/16,7.4,8,1,13.7,8,1,0.0,8,1
1931/3/17,9.7,8,1,15.9,8,1,3.2,8,1
